fullname,class,order,family,genericName,genus,description
Transandinomys bolivaris,Mammalia,Rodentia,Cricetidae,Transandinomys,Transandinomys,"Transandinomys bolivaris, also known as the long-whiskered rice rat, is a rodent in the genus Transandinomys. It is found in humid forest from northeastern Honduras to western Ecuador, up to 1,800 m above sea level. Since it was first described in 1901 from Ecuador, six scientific names have been introduced for it, but their common identity was not documented until 1998 and the species has long been known under the name Oryzomys bombycinus, described from Panama in 1912. The name Oryzomys bolivaris was used before it was moved to the new genus Transandinomys with Transandinomys talamancae (formerly Oryzomys talamancae) in 2006."
Nephelomys moerex,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys moerex is a species of rodent in the genus Nephelomys of family Cricetidae. The type locality is at Mindo in western Ecuador, where it has been recorded together with three other rodents of the oryzomyine group, Sigmodontomys aphrastus, Mindomys hammondi, and Handleyomys alfaroi, as well as three opossums, Chironectes minimus and unidentified species of Didelphis and Marmosa. Mindo is a ""tiny agricultural community"" located at 0°02'S, 78°48'W and 1264 m above sea level. It was originally described by Oldfield Thomas as a subspecies of Oryzomys albigularis. It remained synonymized under this species until it was recognized as a separate species when the genus Nephelomys was established for Oryzomys albigularis and related species in 2006."
Nephelomys keaysi,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys keaysi, also known as Keays's oryzomys or Keays's rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. It is found from southeastern Peru to northern Bolivia on the eastern slope of the Andes in Yungas humid forest at altitudes of 1000 to 2600 m. Although its continued existence is not in serious danger and it is listed as ""least concern"", destruction of its habitat may pose a threat to some populations."
Nephelomys devius,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys devius, also known as the Talamancan oryzomys, Boquete rice rat, Chiriqui rice rat, or montane rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. It is found in cloud forest in the highlands of Costa Rica and western Panama."
Nephelomys childi,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys childi is a species of rodent in the genus Nephelomys of family Cricetidae. The type locality is at Bogotá, Colombia, and the type locality of its junior synonym, oconnelli, is at a place known as Buenavista, about 50 mi southeast of Bogotá. It was named after Mr. George D. Child, who assisted in obtaining the type series."
Nephelomys pirrensis,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys pirrensis, also known as the Mount Pirre rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. Its type locality is at Mount Pirri or Pirre in eastern Panama, at an altitude of 4500 ft, and it has also been recorded on Mount Tacarcuna."
Nephelomys meridensis,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys meridensis, also known as the Mérida oryzomys, is a species of rodent in the genus Nephelomys of family Cricetidae. It is found in cloud forest in the Sierra Nevada de Mérida of western Venezuela at elevations from 1100 to 4000 m. It is solitary, nocturnal and terrestrial, and has a varied diet."
Nephelomys maculiventer,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys maculiventer is a species of rodent in the genus Nephelomys of family Cricetidae. The type locality is in Colombia, at ""Sierra El Libano, alt. 6000 ft, Santa Marta District"". It was originally described on the basis of 47 specimens, including 34 from Sierra El Libano and 13 from ""Valparaiso""."
Nephelomys levipes,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys levipes, also known as the nimble-footed oryzomys or light-footed rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. It is found on the eastern slope of the Andes from southeastern Peru into west-central Bolivia in cloud forest at elevations from 1800 to 3200 m. It occurs in the same general area as its congener N. keaysi, but at higher altitudes."
Nephelomys caracolus,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys caracolus, also known as the Costa Central oryzomys or caracol rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. It is found in cloud forest in the Cordillera de la Costa Central of Aragua, Miranda, and the Distrito Federal in north-central Venezuela at elevations from 1000 to 2500 m. It is nocturnal and terrestrial, and has a varied diet. In most Nephelomys species, the posterolateral palatal pits, perforations of the palate near the third molar, are conspicuous and receded into a fossa, but in N. caracolus and the Ecuadorian species N. nimbosus, the pits are much smaller."
Nephelomys auriventer,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys auriventer, also known as the golden-bellied oryzomys or Ecuadorian rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. Oldfield Thomas originally described it, in 1899, as a species of Oryzomys, Oryzomys auriventer, and considered it most similar to Oryzomys aureus (currently Thomasomys aureus). In 1926, a subspecies was described from an Ecuadorian locality, Oryzomys auriventer nimbosus, and it was suggested that O. auriventer was closely related to O. albigularis. This proposal was formalized in 1961 by including O. auriventer within the species O. albigularis, but by 1976 O. auriventer was recognized again as a separate species. In 2006, Oryzomys albigularis and related species, including O. auriventer, were transferred to the new genus Nephelomys. Simultaneously, the former subspecies nimbosus was recognized as a separate species, Nephelomys nimbosus."
Nephelomys albigularis,Mammalia,Rodentia,Cricetidae,Nephelomys,Nephelomys,"Nephelomys albigularis, also known as the white-throated oryzomys or Tomes's rice rat, is a species of rodent in the genus Nephelomys of family Cricetidae. Described in 1860, it was the first Nephelomys species to be discovered. It was originally described in the defunct genus Hesperomys as Hesperomys albigularis and considered related to the much smaller H. longicaudatus (currently Oligoryzomys longicaudatus). By 1894, it was placed in Oryzomys, as Oryzomys albigularis, and associated with what is now Nephelomys meridensis. In the early 1960s, the scope of the species was considerably expanded to include most of the species that are now in Nephelomys, as well as a single name, boliviae, that is currently a synonym of Euryoryzomys nitidus. From 1976 on, several of these were reinstated as separate species."
Hylaeamys megacephalus,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys megacephalus, also known as Azara's broad-headed oryzomys or the large-headed rice rat, is a species of rodent in the genus Hylaeamys of family Cricetidae, of which it is the type species. It is found mainly in lowland tropical rainforest from its type locality in Paraguay north through central Brazil, French Guiana, Guyana, Suriname, and Venezuela onto Trinidad and Tobago. To its west and east, other closely related species of Hylaeamys are found: H. perenensis in western Amazonia, H. acritus in Bolivia, and H. laticeps and H. oniscus in the Atlantic Forest of eastern Brazil."
Hylaeamys laticeps,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys laticeps, also known as the Atlantic Forest oryzomys or the large-headed rice rat, is a species of rodent in the genus Hylaeamys of family Cricetidae."
Hylaeamys oniscus,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys oniscus, the sowbug rice rat, is a rodent species in the genus Hylaeamys of family Cricetidae. It was formerly placed in the genus Oryzomys as Oryzomys oniscus."
Mindomys hammondi,Mammalia,Rodentia,Cricetidae,Mindomys,Mindomys,"Mindomys hammondi, also known as Hammond's rice rat or Hammond's oryzomys, is a species of rodent in the tribe Oryzomyini of family Cricetidae. Formerly considered to be related with Nectomys, Sigmodontomys, Megalomys, or Oryzomys, it is now placed in its own genus, Mindomys, but its relationships remain obscure; some evidence supports a placement near Oecomys or as a basal member of Oryzomyini."
Hylaeamys perenensis,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys perenensis, formerly Oryzomys perenensis, also known as the western Amazonian oryzomys, is an oryzomyine rodent of the family Cricetidae."
Hylaeamys tatei,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys tatei, also known as Tate's oryzomys or Tate's rice rat, is a South American rodent species of the family Cricetidae. It is known only from the eastern foothills of the Andes in central Ecuador, where it has been found at elevations from 1130 to 1520 m. H. tatei is most closely related to H. yunganus, which occurs throughout Amazonia. The species is found in tropical rainforest and is terrestrial and probably nocturnal. It is named after American zoologist George Henry Hamilton Tate."
Hylaeamys yunganus,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys yunganus, also known as the Amazonian oryzomys or Yungas rice rat, is a species of rodent in the genus Hylaeamys of family Cricetidae. It is found in lowland tropical rainforest throughout Amazonia, in northeastern Bolivia, eastern Peru, eastern Ecuador, southeastern Colombia, southern Venezuela, Guyana, Suriname, French Guiana, and northern Brazil. A closely related species, Hylaeamys tatei, occurs only in a small area in eastern Ecuador. Both were previously placed in Oryzomys."
Hylaeamys acritus,Mammalia,Rodentia,Cricetidae,Hylaeamys,Hylaeamys,"Hylaeamys acritus, formerly Oryzomys acritus, is an oryzomyine rodent of the family Cricetidae. The name is derived from the Greek word ακριτος 'confused, doubtful', because it could easily be confused with species such as H. megacephalus and Euryoryzomys nitidus. It is known only from northeastern Bolivia; its type locality is within Noel Kempff Mercado National Park. The rodent is terrestrial and is found in moist lowland semideciduous forest and savanna. It has olive brown coloration on its back; the cheeks and flanks are amber, and the top of the head is dark. The coat is 9 mm long at the center of the torso. Chest fur between the front legs is thick and 3 to 4 mm long. Abdominal hairs are gray at the base and white at the top."
Mirzamys norahae,Mammalia,Rodentia,Muridae,Mirzamys,Mirzamys,Mirza's eastern moss rat (Mirzamys norahae) is a species of rodent endemic to New Guinea.
